0	0.00683508	0.0473219	5.96786e-11	0.0119185	-1
1	0.00985535	0.0473219	0.000526391	0.0125687	-1
2	0.0130435	0.0473219	0.00206358	0.013778	-1
3	0.016487	0.0483558	0.00492937	0.0141829	-1
4	0.0194958	0.0483558	0.00665485	0.0144458	-1
5	0.0215401	0.0483558	0.00777574	0.0141239	-1
6	0.0244079	0.0483558	0.0091065	0.0127859	-1
7	0.0270267	0.0483558	0.0114769	0.0122929	-1
8	0.033253	0.0712929	0.0172678	0.0124819	-1
9	0.0410063	0.184445	0.0200581	0.0230563	-1
10	0.0447469	0.184445	0.0258095	0.0214556	-1
11	0.0468142	0.184445	0.0359109	0.0206522	-1
12	0.0488118	0.184445	0.0390138	0.0200982	-1
13	0.0494814	0.184445	0.0414829	0.0198834	-1
14	0.0501952	0.184445	0.0455542	0.0197198	-1
15	0.0505841	0.184445	0.0460238	0.0196464	-1
16	0.0509633	0.184445	0.0463997	0.0195776	-1
17	0.0511874	0.184445	0.0469646	0.0195364	-1
18	0.0513693	0.184445	0.0472476	0.0195028	-1
19	0.0514621	0.184445	0.0473219	0.019489	-1
20	0.0516499	0.184445	0.0475488	0.0194587	-1
